zone,sample_id,nitrogen,phosphorus,potassium,ph,ec,temperature,humidity
Zone_001,S_2024_00001,49.963209507789,30.125450343203507,156.51788651031717,7.249403345368399,0.4173796250118047,30.353101314525915,87.4527020522113
Zone_002,S_2024_00002,96.05714451279329,44.25959364753289,60.36470736448538,6.557874268054424,0.4184765109478036,27.152018720172375,75.9908660173842
Zone_003,S_2024_00003,78.5595153449124,36.347745264757805,117.32085563878411,7.378135397025792,0.16967571117373165,25.121207746438934,64.73864468506044
Zone_004,S_2024_00004,67.89267873576293,16.517377083257188,76.88293538779484,7.097566471547331,1.499163828624717,27.412014575995414,80.87697354506408
Zone_005,S_2024_00005,32.48149123539492,12.822749896017193,62.67499409455355,7.495868221066675,1.3612286024814297,34.75873754910054,83.79784051314763
Zone_006,S_2024_00006,32.47956162689621,35.69677112825262,247.99204647798905,6.20142363090342,1.0017986639246463,33.0153711188299,69.5028503120258
Zone_007,S_2024_00007,24.64668897345596,11.060452421664873,114.47076899494459,7.034376577862254,1.7039238530414746,34.59576644321034,85.71537770996258
Zone_008,S_2024_00008,89.29409166199481,33.43102325093853,211.97488917092699,6.303861827218484,1.6307732906051011,29.878540439263624,87.184297642973
Zone_009,S_2024_00009,68.0892009394567,47.6092096569983,100.92813095275277,6.459751240607818,1.212173292353829,26.097361986775034,68.30713462133427
Zone_010,S_2024_00010,76.64580622368364,33.01896711503516,186.30054444478586,6.75501092643674,1.7497154329751914,30.47959488973693,89.50564418145666
Zone_011,S_2024_00011,21.646759543664196,25.526797048260875,202.0455719779373,7.247354228372678,0.4910982990698597,29.54377334559961,64.22134584146275
Zone_012,S_2024_00012,97.59278817295954,35.73152873769413,169.12774812156886,7.46816693839859,0.31264727685568294,33.44357082739616,66.06047005207469
Zone_013,S_2024_00013,86.59541126403374,28.330115619660667,144.31523771003168,7.036546827729037,0.6125242618822803,25.980825807842447,65.52674517714078
Zone_014,S_2024_00014,36.987128854262096,31.8246715726374,132.3681828294537,6.335533564334668,0.20846502656969823,29.88241137021778,86.81969130023612
Zone_015,S_2024_00015,34.54599737656805,47.658592351061,119.77365330859907,6.34271400455414,1.109222103201961,26.50048664693984,79.62877656974885
Zone_016,S_2024_00016,34.6723607882747,25.44410551203097,235.90582884956518,6.975164603177783,1.8795508153604268,28.2467592689006,64.56312849666818
Zone_017,S_2024_00017,44.33937943676302,48.44762255295657,216.12388155754581,5.977554291536604,0.17475272727016833,32.373570773877994,73.20970255105047
Zone_018,S_2024_00018,61.98051453057903,46.21402567824255,243.0053821333025,5.72094822626279,0.3320088366190509,29.760181293687666,78.45894075209407
Zone_019,S_2024_00019,54.55560149136926,17.831645391571858,74.85944469710894,6.209244315281553,0.959178153738527,28.75888285145769,62.5039225496815
Zone_020,S_2024_00020,43.298331215843355,12.774452035006618,196.17349504072885,6.074477983308164,1.8743625333030194,28.94476278570035,86.47249105222016
Zone_021,S_2024_00021,68.94823157779035,14.031120055097066,237.66809136420756,6.09261624091198,0.700696599455826,29.594467684059865,84.10810606324605
Zone_022,S_2024_00022,31.15950885216335,10.72887302606199,86.24661323313202,5.96721550209982,1.0637461365079457,32.85016543837057,75.15620320729914
Zone_023,S_2024_00023,43.37157188281745,13.777718430237137,63.2992534733555,5.584186379272724,0.178988432195745,33.92084688940234,89.01379845777511
Zone_024,S_2024_00024,49.308947463495336,37.320270936654275,198.22412985801182,5.535747869466828,0.3818520818279688,34.55334686503928,72.53282937825298
Zone_025,S_2024_00025,56.48559873736288,12.847545938409159,164.8946226359824,7.475444779472063,1.9745972336218092,32.86903386255295,89.52330957109493
Zone_026,S_2024_00026,82.81407691144109,22.75902521175045,218.3657553516544,6.355546267471725,1.9337255232284865,28.154068957480128,80.03759996410881
Zone_027,S_2024_00027,35.97390257266878,43.79501243877818,77.9544753252579,6.268653294319363,0.10938596377537828,31.881347060865423,79.04013819761825
Zone_028,S_2024_00028,61.13875507308893,10.930877429433036,209.05346237197804,6.85929456538614,1.908442392304154,29.37603124055392,64.97864685887355
Zone_029,S_2024_00029,67.39316550896339,42.578739303557434,90.32546400954891,5.936507775730128,1.3143278818494508,27.54670622046051,86.45783274913933
Zone_030,S_2024_00030,23.71603301759982,21.274190990936,82.7311885731409,7.399922367900451,1.749044759588042,33.40871579425922,72.82469063761846
Zone_031,S_2024_00031,68.60358815211507,14.72659310486625,82.85315958619859,7.072690028831104,0.9640057257043322,25.38426348962325,64.86700217347438
Zone_032,S_2024_00032,33.64192989498332,37.86948661456603,212.91494404627642,5.678822004624519,1.0796324543005755,34.01761992135424,60.378225599272774
Zone_033,S_2024_00033,25.20412743882236,35.157713871195355,183.03944413924003,6.335161551569857,1.0288085024881484,29.61477464624734,76.79267050915148
Zone_034,S_2024_00034,95.91084298026666,45.09888054108212,154.61308495382386,7.258236615124329,1.3670420893375983,31.372014768082806,75.82198866368029
Zone_035,S_2024_00035,97.25056264596475,39.40284175215543,121.7660968247005,7.38946404458282,0.36533738403699456,31.593539222057828,81.58060867107476
Zone_036,S_2024_00036,84.67178784931689,42.13923721539394,225.44010816262164,6.4348030224997395,0.1569498207580881,33.951177407065366,86.70774159053406
Zone_037,S_2024_00037,44.36910153386965,21.281382902852258,128.4890214845271,6.726822778421416,0.6850668890232627,31.366696821672072,62.382197539290885
Zone_038,S_2024_00038,27.81376912051071,17.097581751188912,213.31988789431543,5.834067892184151,1.4388934491996288,31.13933584760062,81.94489471021087
Zone_039,S_2024_00039,74.73864212097254,40.024590065634335,137.82698171404368,7.482337252273953,0.48352155903360183,25.6665204056069,65.62235832292747
Zone_040,S_2024_00040,55.21219949916811,42.27338957069056,125.38888588498152,5.963343402766887,1.3795216233173428,30.184080219452042,85.74531159471492
Zone_041,S_2024_00041,29.763058787582306,49.620205680026935,142.53595713392127,7.385463548270251,1.942832887603814,26.501690008170417,84.57190541584968
Zone_042,S_2024_00042,59.614152808901615,26.50470707645706,110.27557483282843,6.799293297984737,0.27841135999989497,32.374337687214854,76.22381264956633
Zone_043,S_2024_00043,22.75108168921747,24.880723431711328,199.52187603525022,6.7154735897577185,1.37794402462774,30.122219208126744,81.30728395869934
Zone_044,S_2024_00044,92.74563216630257,41.05651842967987,150.54407801849584,6.525377022033017,0.9431254166786851,31.802277792083533,69.43050339551245
Zone_045,S_2024_00045,40.70239852800135,23.632141610120712,96.44253902936346,5.961339623435517,1.7494702833172602,25.416729006023843,74.13503696798443
Zone_046,S_2024_00046,73.00178274831856,47.23029302414259,229.9149146549137,5.8530560640110165,0.4365845999500332,25.84792016045803,84.64910693131415
Zone_047,S_2024_00047,44.93688608715288,44.336510073720476,126.77824427464228,5.940972418140351,1.4159893092297127,32.16323388062682,73.77795591519642
Zone_048,S_2024_00048,61.605441694224865,27.159761095000732,158.71057222279774,5.872876524288509,1.6924190503314094,25.720843359986734,70.73394795976326
Zone_049,S_2024_00049,63.73682234746237,40.03484271165989,231.2944221929094,7.059168947133506,1.894767017000644,25.712567277652585,74.82637341750899
Zone_050,S_2024_00050,34.788356442042165,40.18171496338729,174.84759918279843,6.20025051833346,1.398171253750327,25.121084752348875,84.84747757311655
Zone_051,S_2024_00051,97.56677022116469,14.124954753437304,73.37960814167282,5.615685353126793,1.044632051616012,34.5650139829948,70.05624142112617
Zone_052,S_2024_00052,82.01062586888916,46.102116267182666,237.96642472269502,7.438205260281623,1.2739097563823063,32.375083594590066,65.21284779407232
Zone_053,S_2024_00053,95.15991532513513,30.210094897914285,175.54161061428357,7.267571769926851,1.7509194705095645,28.53251408502064,81.36042060992342
Zone_054,S_2024_00054,91.5861880342119,43.058298644309666,116.98112293141722,7.355504566390426,1.1841585186137764,27.965355812876552,84.77934638124245
Zone_055,S_2024_00055,67.83199830488681,22.801984041224472,77.85441453267745,7.489815645292871,0.15773541342399003,28.497032297458496,63.019124355706
Zone_056,S_2024_00056,93.74993880184934,45.82092913984802,208.8050378540592,5.847790498438974,1.8688025214632578,32.74653531181182,67.19622338267834
Zone_057,S_2024_00057,27.07940016415356,25.568067149366524,174.01455118570271,6.292484037805318,1.4101008269599662,31.613706110704143,64.25915969282981
Zone_058,S_2024_00058,35.67862899353162,10.433506059211934,156.69221839526432,7.016476951408182,1.3853754329767685,26.851955678674678,70.438242347465
Zone_059,S_2024_00059,23.618183112843045,46.21527905677055,228.77851661019153,6.892041236107584,0.5097827895556626,26.741093353340844,73.51052936716238
Zone_060,S_2024_00060,46.02642646106115,13.651467071445342,207.71944224490616,5.80779181267971,1.3518823934420487,25.983956497133974,82.4647901088992
Zone_061,S_2024_00061,51.09418317515856,22.772545503616595,80.33497594655023,7.131666249981236,0.8483423707429011,31.603027197013382,79.53442754645022
Zone_062,S_2024_00062,41.70792254191167,48.0024786820322,112.34441355910965,5.948881143673321,1.3373426563788349,32.64372662221736,78.62785702435293
Zone_063,S_2024_00063,86.29900073215435,48.024285877502244,99.69782796289314,5.947635229645246,0.3025267575851823,27.65046428325004,70.57124839828964
Zone_064,S_2024_00064,48.540266135487144,32.93751552493144,198.7892585145354,6.573948845786827,1.3499060787457684,25.20944961030913,85.24342659254279
Zone_065,S_2024_00065,42.47476077499046,35.27348848679197,56.706486947155874,6.685879869683406,1.9988860789642664,25.821716674764275,74.13861502194493
Zone_066,S_2024_00066,63.41568665265988,27.93782087913279,163.9779369742633,6.660172415675622,0.19160287383505645,34.6786003484503,89.37314814045463
Zone_067,S_2024_00067,31.27393799798101,21.728430867922583,202.4917371481381,5.68297367479551,1.9566309500205028,27.954447774774202,79.0242641488721
Zone_068,S_2024_00068,84.17575846032318,23.14658181479664,225.3531273523499,7.254921725260761,0.8731251253734541,32.69223147838134,63.78794224693508
Zone_069,S_2024_00069,25.964051494381664,36.900738243081534,118.4163497431815,6.031200085177412,1.7544315556407923,31.24663568854264,80.28532686226302
Zone_070,S_2024_00070,98.95095492804138,40.0949811775072,214.25146093440256,5.759029842565608,1.5865324197107196,28.81939639652896,69.75312046295097
Zone_071,S_2024_00071,81.77958154373259,41.66316174903394,72.12634739104145,7.277496159737955,1.1773308958746689,27.056872621955552,80.58981590058292
Zone_072,S_2024_00072,35.89725452273379,41.584725711782156,219.29045834690365,7.411302996459507,1.5030534975775205,26.213864181594065,62.089234444872176
Zone_073,S_2024_00073,20.441769369888192,13.648244121947615,75.49773246639649,7.224255234530901,1.769179566472561,31.150129680388666,65.24644311527878
Zone_074,S_2024_00074,85.23691427638673,29.776812188103257,129.45745811207345,7.119032149449756,0.8678666111369626,32.74633780637788,85.67211776717359
Zone_075,S_2024_00075,76.54858750780937,12.302350400665771,209.45907315591072,6.8104839612780435,0.7213630069701534,31.439042535411307,66.81538671070544
Zone_076,S_2024_00076,78.32057344327899,31.98115529294942,79.98348546975475,6.601714741218279,1.368427432570811,30.303021332491582,85.1112337572882
Zone_077,S_2024_00077,81.70162773487566,27.66122005493508,95.8502790465283,5.6739735198228205,1.6349072896883914,25.41951223431636,68.37828265363231
Zone_078,S_2024_00078,25.92357213872723,45.50816731033199,194.45051367861325,6.316906426141397,1.54834175607557,34.684887775943835,79.28645730176123
Zone_079,S_2024_00079,48.67725828354181,24.036600502083147,194.00730730921487,6.245377034024628,1.6158459328314054,32.987141916545745,80.82451720529494
Zone_080,S_2024_00080,29.269524762010377,14.682680657104235,178.22952657705946,6.019507567520653,0.9276082981445727,27.928220367009647,75.3796425943516
Zone_081,S_2024_00081,89.04827407004748,15.719667282113434,188.78968889342,6.946840227377169,1.6538850107325411,34.79970329358851,69.15932030090194
Zone_082,S_2024_00082,69.86385014620464,40.46042526869889,158.54488866951925,6.491751470157542,0.32839720520415605,31.018815896363222,66.37933129113289
Zone_083,S_2024_00083,46.471841988211935,34.728722532650444,100.35981178139055,5.662092431815296,1.1345292861256142,30.824226582072463,60.995680636872784
Zone_084,S_2024_00084,25.084668022881893,14.04490704491161,119.1391987007839,5.940366403899622,0.11094145494643098,32.48073179429532,69.11839203722171
Zone_085,S_2024_00085,44.878585737252976,13.364272244599897,86.31954336028514,6.866517527319192,0.7167130768105135,33.117697880901375,79.5948837159385
Zone_086,S_2024_00086,46.014665762139764,38.0387652583648,231.69011226672566,5.652261718980601,0.7962769162556559,31.564786073315027,88.14914455345448
Zone_087,S_2024_00087,78.36849426704512,12.910520254567741,166.6783589532241,7.202413828097537,0.8527281140575852,26.280957463662,86.13613446789157
Zone_088,S_2024_00088,71.00459770841705,42.87440237161425,130.17028335272798,6.490293054027949,1.421387692710738,28.382675059944983,82.98194329605909
Zone_089,S_2024_00089,90.97701940610612,38.24968908625985,142.40116072882654,6.461173154653296,0.8382603924136568,34.280836403260494,83.65342029759896
Zone_090,S_2024_00090,57.777194012955945,13.25395122567599,239.45666792236307,6.684815569319035,0.9525178829828082,27.24615611843852,79.94954710427986
Zone_091,S_2024_00091,29.567539675064136,13.393508563407677,80.67028062321604,7.149361931850298,0.5513338486612221,28.721670238375133,67.80860572698009
Zone_092,S_2024_00092,77.0595829778396,49.465583140047016,167.24596640335943,6.195618415804386,0.8091784040957462,29.32076882944196,87.21585092117489
Zone_093,S_2024_00093,80.8628038893518,24.970831830244812,151.1777357768932,6.856032305118127,0.5318122917999878,29.394049896944523,80.12196935717502
Zone_094,S_2024_00094,64.9021758055597,24.825685882675636,172.29084708692955,6.631463927991582,0.2390722551600429,31.129395824945256,76.8132189294132
Zone_095,S_2024_00095,81.67737439636488,42.5119826903001,53.6220367641681,6.034056540338843,1.246552327424618,34.43075837744708,63.32968407640443
Zone_096,S_2024_00096,59.50364770915126,47.88994309535435,224.4247817888303,7.257259972710316,1.369604317254531,27.40692711832505,73.41166631419276
Zone_097,S_2024_00097,61.818626350559526,49.44004255291483,236.4236564967225,7.094852043213856,1.2770316574182676,26.215013763009182,73.81074813605778
Zone_098,S_2024_00098,54.20328146868397,40.13512741035767,163.02663671784177,6.816903669316851,0.9806386832210874,26.974704898599374,85.9369082856801
Zone_099,S_2024_00099,22.033530139527613,25.05038342123663,189.33016477537845,7.201163458188484,0.8215929823405366,33.869249002092694,76.39944660563366
Zone_100,S_2024_00100,28.631314159464356,13.34002866794675,234.49987623545914,7.234588401919605,1.7403339341864679,31.458108126552062,71.41201646911229
